task_id	task_type	premise_type	premise	hypothesis	label
heatPotato-e7xay657-autogen_wrong_order_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, pick up plate, put potato on plate.	The robot fails because it pick up plate before doing - put potato on plate	E
heatPotato-5_gt_step_42_gt_exp	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, move to plate, put potato on plate, pick up plate.	The robot never opened the microwave, as a result, the plate cannot be put inside the microwave.	N
toastBread-rwafxbze-autogen_missing_e	toast bread	plan	To toast bread, robot has this plan - move to knife, move to bread, slice bread, put knife on second countertop.	Robot failed to execute - pick up knife) because it did not do put knife on second countertop before executing it.	E
heatPotato-tf43fcco-autogen_dropped_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave.	Robot failed to keep plate in the gripper while moving to microwave.	N
heatPotato-i3b3my4w-autogen_wrong_order_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, open microwave, pick up plate.	The robot fails because it pick up plate before doing - open microwave	C
toastBread-cpe7bg66-autogen_wrong_order_c	toast bread	observation	Robot attempts to move to toaster. Robot sees fridge (closed), toaster.	Wrong plan - pick up bread slice after move to toaster	N
heatPotato-ja0w3096-autogen_missing_e	heat potato	plan	To heat potato, robot has this plan - move to potato, put potato on plate.	The robot can't put potato on plate without doing pick up potato before.	E
boilWater-zt7lvcrt-autogen_action-failed_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink.	The robot failed to complete boil water because it failed to execute (put_in, Pot, Sink)	N
boilWater-l48aoe9w-autogen_dropped_c	boil water	observation	Robot attempts to move to sink. Robot sees pot is inside robot gripper, plate is on the right of spoon, plate (clean), plate is on top of first countertop, plate is on the right of fork, apple is on top of plate, plate is on the right of butter knife, sink on the left of sofa.	pot was dropped by the robot.	C
heatPotato-0s124zaq-autogen_dropped_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave.	plate was dropped by the robot.	N
heatPotato-r9u58vv8-autogen_action-failed_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate.	Failed to do (pick_up, Plate)	N
boilWater-gyix9iao-autogen_action-failed_e	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, fridge (closed), pot is above BathtubBasin.	The robot failed to complete boil water because it failed to execute (pick_up, Pot)	E
boilWater-alphsmib-autogen_wrong_order_e	boil water	observation	Robot attempts to pick up pot. Robot sees pot is inside robot gripper.	The robot fails because it move to fourth stove burner before doing - pick up pot	N
boilWater-oirbxm56-autogen_blocking_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	pot is being blocked by faucet	N
boilWater-3g88604u-autogen_dropped_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	dropped pot while moving	N
heatPotato-5f7eh83u-autogen_wrong_order_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, open microwave, pick up plate.	The robot fails because it pick up plate before doing - open microwave	C
makeCoffee-0efp4pgb-autogen_missing_e	make coffee	plan	To make coffee, robot has this plan - move to mug, move to sink, put mug on sink.	The robot can't put mug on sink without doing pick up mug before.	E
boilWater-clkpah42-autogen_blocking_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot.	Robot could not pick up pot because sink is blocking pot	N
heatPotato-3_gt_step_40_gt_exp	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, move to plate, put potato on plate, pick up plate.	An apple is inside the plate already and the robot never removed it, as a result, the potato cannot be put on top of the plate due to limited plate.	E
boilWater-coj1wvys-autogen_wrong_order_e	boil water	observation	Robot attempts to pick up pot. Robot sees pot is inside robot gripper, plate (clean), microwave (open and turned off), microwave is above plate.	Wrong plan - pick up pot after move to sink	N
boilWater-ohmenn6v-autogen_blocking_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	pot is being blocked by faucet	N
heatPotato-5r7lrryh-autogen_wrong_order_c	heat potato	observation	Robot attempts to turn on microwave. Robot sees egg (not sliced and not cracked), microwave (turned on).	The robot fails because it turn on microwave before doing - close microwave	N
makeCoffee-0x8pa8ov-autogen_dropped_e	make coffee	observation	Robot attempts to move to sink. Robot sees nothing is inside robot gripper, pan is on top of first countertop, potato is on top of pan, pan (clean), potato is on top of first countertop, sink on the right of bed.	mug was dropped by the robot.	E
boilWater-hd7dehux-autogen_wrong_order_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, move to fourth stove burner, pick up pot.	Wrong plan - pick up pot after move to fourth stove burner	E
makeCoffee-8_gt_step_30_gt_exp	make coffee	observation	Robot attempts to put mug in coffee machine. Robot sees nothing is inside robot gripper, coffee machine (turned off), mug (empty and dirty), mug is inside coffee machine, mug is on top of second countertop.	The mug is dirty at the beginning of the task execution, and the robot never cleaned the mug.	E
heatPotato-1qyogo22-autogen_wrong_order_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, turn on microwave, put plate on countertop.	Wrong plan - put plate on countertop after turn on microwave	E
makeCoffee-06mnxtyn-autogen_blocking_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug.	egg is blocking mug	N
makeCoffee-vcikzpo2-autogen_action-failed_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine.	The robot failed to complete make coffee because it failed to execute (put_in, Mug, CoffeeMachine)	N
toastBread-rf9sco5l-autogen_dropped_c	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, put knife on second countertop, pick up bread slice, move to toaster.	bread slice was dropped by the robot.	N
boilWater-kgu3c5sq-autogen_dropped_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot, move to fourth stove burner.	The robot failed to do boil water because it dropped pot while moving to fourth stove burner	N
boilWater-5kudr6ii-autogen_action-failed_c	boil water	observation	Robot attempts to put pot in sink. Robot sees plate (clean), pot is inside sink.	The robot failed to complete boil water because it failed to execute (put_in, Pot, Sink)	C
boilWater-rwtyki97-autogen_wrong_order_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	The robot fails because it move to sink before doing - pick up pot	C
heatPotato-5obzxxt0-autogen_blocking_c	heat potato	observation	Robot attempts to pick up plate. Robot sees fridge (closed), nothing is inside robot gripper, plate is below fridge.	fridge is being blocked by plate	C
heatPotato-vvadbbh6-autogen_missing_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, move to microwave, put plate on countertop.	Robot failed to execute - pick up plate) because it did not do put plate on countertop before executing it.	E
makeCoffee-g30xjjeb-autogen_action-failed_e	make coffee	observation	Robot attempts to put mug in coffee machine. Robot sees nothing is inside robot gripper, faucet (turned off), mug is on top of fridge.	The robot failed to perform make coffee because did not put_in mug	E
boilWater-gyhv836a-autogen_blocking_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot.	The robot failed to perform (pick_up, Pot) because egg is blocking pot	N
makeCoffee-zngn7z30-autogen_action-failed_c	make coffee	observation	Robot attempts to pick up mug. Robot sees mug is inside robot gripper, television (turned off), laptop (closed and turned off), television is above tv stand.	Failed to do (pick_up, Mug)	C
heatPotato-gg8m3a9a-autogen_dropped_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave.	The robot failed to do heat potato because it dropped plate while moving to microwave	N
heatPotato-a3p0a2ta-autogen_blocking_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, turn on microwave, open microwave, pick up plate.	plate is being blocked by pan	N
heatPotato-ypjdm32a-autogen_wrong_order_e	heat potato	observation	Robot attempts to open microwave. Robot sees pot (empty and clean), pan is on top of pot, pot is on the left of potato, pot is on top of third countertop, microwave (open).	Wrong plan - open microwave after pick up plate	N
toastBread-8nh7gazb-autogen_wrong_order_c	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, put knife on second countertop, pick up bread slice, move to toaster, put bread slice in toaster, turn on toaster.	Wrong plan - put bread slice in toaster after turn on toaster	C
makeCoffee-xrqzynrc-autogen_wrong_order_c	make coffee	observation	Robot attempts to move to coffee machine. Robot sees pan (clean), potato is on the left of tomato, potato is on top of pan, potato is on top of first countertop, pan is on the left of tomato, pan is on the left of knife, pan is on top of first countertop, coffee machine.	Wrong plan - pour mug into sink after move to coffee machine	N
heatPotato-d13shqr3-autogen_wrong_order_e	heat potato	observation	Robot attempts to pick up plate. Robot sees plate is inside robot gripper.	Wrong plan - pick up plate after put plate in microwave	N
boilWater-w8ia4vej-autogen_blocking_e	boil water	observation	Robot attempts to pick up pot. Robot sees pan is on top of first countertop, pan is on the right of kettle, egg (not sliced and not cracked), pan (clean), egg is on top of second countertop, nothing is inside robot gripper, egg is on top of pot.	The robot failed to perform (pick_up, Pot) because egg is blocking pot	E
toastBread-2yufa4gg-autogen_dropped_e	toast bread	observation	Robot attempts to move to bread. Robot sees nothing is inside robot gripper, faucet (turned off), mug is inside sink, mug (filled with water and clean), bread beside coffee machine.	The robot failed to do toast bread because it dropped knife while moving to bread	E
heatPotato-tp622kky-autogen_action-failed_e	heat potato	observation	Robot attempts to open microwave. Robot sees egg is on top of dining table, bowl is on the left of bread, bowl is on top of dining table, egg (not sliced and not cracked), egg is on the left of pan, egg is on the right of toaster, microwave (closed).	The robot failed to complete heat potato because it failed to execute (open_obj, Microwave)	E
makeCoffee-yc2eehgg-autogen_dropped_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine.	Robot failed to keep mug in the gripper while moving to coffee machine.	N
boilWater-v3n3t03d-autogen_dropped_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	pot was dropped by the robot.	N
toastBread-b2znk1lw-autogen_action-failed_e	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, put knife on second countertop, pick up bread slice, move to toaster, put bread slice in toaster.	The robot failed to perform toast bread because it failed to execute (put_in, BreadSliced, Toaster).	N
heatPotato-ep8u949k-autogen_action-failed_e	heat potato	observation	Robot attempts to pick up plate. Robot sees nothing is inside robot gripper, fridge (open), egg (not sliced and not cracked), lettuce is inside fridge, plate is on the right of BathtubBasin.	The robot failed to perform heat potato because it failed to execute (pick_up, Plate).	E
heatPotato-z7zf1e3y-autogen_dropped_e	heat potato	observation	Robot attempts to move to microwave. Robot sees nothing is inside robot gripper, egg (not sliced and not cracked), fridge (open), microwave on the left of box, plate is on top of floor.	dropped plate while moving	E
boilWater-x8myfari-autogen_action-failed_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink.	The robot failed to perform boil water because did not put_in pot	N
toastBread-0fsl0m3g-autogen_wrong_order_e	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife, move to bread, slice bread, pick up bread slice, put knife on second countertop.	The robot fails because it pick up bread slice before doing - put knife on second countertop	E
heatPotato-5obzxxt0-autogen_blocking_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate.	fridge is being blocked by plate	N
boilWater-0s9as6cx-autogen_action-failed_e	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, egg (not sliced and not cracked), pot is on the left of Bed.	The robot failed to perform boil water because it failed to execute (pick_up, Pot).	E
boilWater-dt8jdnz5-autogen_action-failed_c	boil water	observation	Robot attempts to pick up pot. Robot sees pot is inside robot gripper, fridge (closed).	The robot failed to complete boil water because it failed to execute (pick_up, Pot)	C
heatPotato-3_gt_step_40_reflect_exp	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, move to plate, put potato on plate, pick up plate.	The robot failed to put the potato on the plate as instructed. the failure was caused by the robot not properly releasing the potato from its gripper, resulting in the potato being dropped on the dining table instead of being placed on the plate.	N
heatPotato-nxfyqc0t-autogen_wrong_order_c	heat potato	observation	Robot attempts to pick up plate. Robot sees plate is inside robot gripper, faucet (turned on), pot is inside sink.	The robot fails because it pick up plate before doing - put potato on plate	N
boilWater-7imwlf1t-autogen_missing_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot, move to stove burner, put pot on fourth stove burner.	The robot can't put pot on fourth stove burner without doing pick up pot before.	C
heatPotato-1_gt_step_44_reflect_exp	heat potato	observation	Robot attempts to move to microwave. Robot sees nothing is inside robot gripper.	The robot failed to heat the potato because it did not turn on the microwave. the failure was caused by the robot not executing the necessary action to heat the potato.	N
boilWater-eilolg1i-autogen_dropped_c	boil water	observation	Robot attempts to move to fourth stove burner. Robot sees pot is inside robot gripper, mug (filled with water and clean), mug is inside sink, faucet (turned off), fourth stove burner on the right of ottoman.	dropped pot while moving	C
boilWater-5nhhreds-autogen_action-failed_c	boil water	observation	Robot attempts to put pot in sink. Robot sees egg is on top of second countertop, pan is on the right of kettle, pan (clean), pan is on top of first countertop, egg (not sliced and not cracked), pot is inside sink.	The robot failed to perform boil water because it failed to execute (put_in, Pot, Sink).	C
makeCoffee-3cvzfiqz-autogen_action-failed_e	make coffee	observation	Robot attempts to put mug in coffee machine. Robot sees mug is inside robot gripper, laptop (closed and turned off).	The robot failed to perform make coffee because did not put_in mug	E
toastBread-cx2cuoim-autogen_missing_c	toast bread	observation	Robot attempts to put knife on second countertop. Robot sees pan is on the right of kettle, pan is on top of first countertop, egg (not sliced and not cracked), egg is on top of second countertop, pan (clean), second countertop is beside cabinet.	Robot failed to execute - pick up knife) because it did not do put knife on second countertop before executing it.	N
boilWater-wa9jpj74-autogen_dropped_c	boil water	observation	Robot attempts to move to sink. Robot sees pot is inside robot gripper, pot is on the left of potato, pot (empty and clean), pot is on top of third countertop, pan is on top of pot, sink on the right of side table.	Robot failed to keep pot in the gripper while moving to sink.	C
switchDevices-10_gt_step_64_reflect_exp	switch devices	plan	To switch devices, robot has this plan - move to laptop, close laptop, pick up laptop, move to tv stand, put laptop on tv stand, move to remote control, move to television, toggle on television.	The robot failed to switch on the television at 01:04 because it did not perform the action to toggle on the television despite being in the correct position. the failure was caused by the robot not executing the final required action to complete the task.	C
heatPotato-jqxfmi6j-autogen_action-failed_e	heat potato	observation	Robot attempts to pick up plate. Robot sees nothing is inside robot gripper, pan is on top of first countertop, egg (not sliced and not cracked), pan (clean), pan is on the right of kettle, egg is on top of second countertop, plate is inside PaintingHanger.	The robot failed to perform heat potato because it failed to execute (pick_up, Plate).	E
heatPotato-4wwgix7t-autogen_blocking_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate.	Robot could not pick up plate because fridge is blocking plate	N
makeCoffee-l40k4kdu-autogen_dropped_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink.	dropped mug while moving	N
boilWater-5xyl3nlv-autogen_action-failed_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet.	The robot failed to complete boil water because it failed to execute (toggle_off, Faucet)	N
toastBread-b2znk1lw-autogen_action-failed_e	toast bread	observation	Robot attempts to put bread slice in toaster. Robot sees nothing is inside robot gripper, laptop is inside armchair, laptop (open and turned off), bread slice is on top of tv stand.	The robot failed to perform toast bread because it failed to execute (put_in, BreadSliced, Toaster).	E
boilWater-jbv02374-autogen_blocking_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot.	pot is being blocked by potato	N
boilWater-3uwre5bo-autogen_blocking_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot.	The robot failed to perform (pick_up, Pot) because pot is blocking potato	N
heatPotato-nbwisruc-autogen_action-failed_c	heat potato	observation	Robot attempts to pick up plate. Robot sees plate is inside robot gripper, microwave (closed and turned on), pan (clean).	The robot failed to complete heat potato because it failed to execute (pick_up, Plate)	C
heatPotato-ku5c3z35-autogen_action-failed_c	heat potato	observation	Robot attempts to pick up plate. Robot sees plate is inside robot gripper, mug is inside sink, faucet (turned off), mug (filled with water and clean).	The robot failed to complete heat potato because it failed to execute (pick_up, Plate)	C
toastBread-4j4zh5jo-autogen_blocking_e	toast bread	observation	Robot attempts to pick up knife. Robot sees nothing is inside robot gripper, faucet (turned off), sink is on top of knife.	Robot could not pick up knife because sink is blocking knife	E
toastBread-w4cckpcq-autogen_wrong_order_e	toast bread	observation	Robot attempts to slice bread. Robot sees mug (empty and clean), mug is on the left of stove knob, mug is on top of first countertop, bread (sliced).	The robot fails because it put knife on second countertop before doing - slice bread	N
heatPotato-iatponys-autogen_dropped_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave.	The robot failed to do heat potato because it dropped plate while moving to microwave	N
boilWater-3ii2d5qa-autogen_dropped_e	boil water	observation	Robot attempts to move to fourth stove burner. Robot sees nothing is inside robot gripper, faucet (turned off), fourth stove burner on the right of pan.	The robot failed to do boil water because it dropped pot while moving to fourth stove burner	E
makeCoffee-69h2nlb2-autogen_action-failed_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug.	The robot failed to perform make coffee because did not pick_up mug	N
cookEgg-7_gt_step_14_gt_exp	cook egg	plan	To cook egg, robot has this plan - move to fridge, move to egg, pick up egg.	The robot never opened the fridge, as a result, it could not retrieve the egg from fridge.	E
boilWater-k71wc333-autogen_dropped_e	boil water	observation	Robot attempts to move to sink. Robot sees nothing is inside robot gripper, bowl is on top of dining table, bowl is on the left of spoon, bowl is on the left of fork, sink on the left of drawer.	pot was dropped by the robot.	E
heatPotato-5k9d4ocj-autogen_wrong_order_e	heat potato	observation	Robot attempts to pick up potato. Robot sees potato is inside robot gripper, microwave (open and turned off), pan (clean).	Wrong plan - pick up potato after put potato on plate	N
heatPotato-ccpt0fpw-autogen_blocking_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato.	potato is being blocked by sink	N
boilWater-4dolh72f-autogen_dropped_e	boil water	observation	Robot attempts to move to sink. Robot sees nothing is inside robot gripper, microwave (closed and turned off), sink on the right of mug.	pot was dropped by the robot.	E
makeCoffee-rgxyvsq9-autogen_wrong_order_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pour mug into sink, pick up mug.	Wrong plan - pick up mug after pour mug into sink	E
heatPotato-w47pcp0i-autogen_missing_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, move to microwave, put plate on countertop.	The robot can't put plate on countertop without doing pick up plate before.	E
heatPotato-y4vzl6zx-autogen_blocking_c	heat potato	observation	Robot attempts to pick up plate. Robot sees nothing is inside robot gripper, fridge (closed), fridge is below plate.	fridge is blocking plate	C
boilWater-si1fx8tf-autogen_wrong_order_c	boil water	observation	Robot attempts to put pot on fourth stove burner. Robot sees egg (not sliced and not cracked), pot is on top of  fourth stove burner.	The robot fails because it put pot on fourth stove burner before doing - move to fourth stove burner	N
waterPlant-6_gt_step_44_reflect_exp	water plant	observation	Robot attempts to pick up container. Robot sees bowl is inside robot gripper.	The failure occurred at 00:56 when the robot attempted to pour liquid from the bowl into the house plant, but the bowl was still inside the robot gripper. the failure was caused by the robot's inability to release the bowl before pouring the liquid.	N
makeCoffee-8ppqioxo-autogen_dropped_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink.	Robot failed to keep mug in the gripper while moving to sink.	N
boilWater-8s893yfa-autogen_dropped_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot, move to fourth stove burner.	pot was dropped by the robot.	N
makeCoffee-lyqjzqz0-autogen_wrong_order_e	make coffee	observation	Robot attempts to pick up mug. Robot sees mug is inside robot gripper, plate (clean), microwave (open and turned off), plate is inside microwave, apple is inside microwave.	Wrong plan - pick up mug after pour mug into sink	N
toastBread-034ren8z-autogen_missing_c	toast bread	observation	Robot attempts to put knife on second countertop. Robot sees fridge (closed), second countertop is on the left of potato.	Robot failed to execute - pick up knife) because it did not do put knife on second countertop before executing it.	N
boilWater-v0mj9m94-autogen_dropped_e	boil water	observation	Robot attempts to move to sink. Robot sees nothing is inside robot gripper, plate (clean), plate is on top of dining table, sink on the right of bed.	dropped pot while moving	E
toastBread-vj5yhjz3-autogen_blocking_c	toast bread	plan	To toast bread, robot has this plan - move to knife, pick up knife.	knife is blocking sink	N
toastBread-derukn5t-autogen_missing_e	toast bread	observation	Robot attempts to put knife on second countertop. Robot sees nothing is inside robot gripper, lettuce is inside fridge, fridge (open), second countertop is beside cd.	The robot failed because the step of pick up knife is missing before put knife on second countertop	E
makeCoffee-955k45vn-autogen_wrong_order_c	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, put mug in coffee machine, turn on coffee machine.	The robot fails because it turn on coffee machine before doing - put mug in coffee machine	C
boilWater-nfecb5nq-autogen_wrong_order_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot.	The robot fails because it pick up pot before doing - move to pot	C
boilWater-iaapkb3d-autogen_action-failed_e	boil water	observation	Robot attempts to pick up pot. Robot sees nothing is inside robot gripper, microwave (closed and turned on), pot is above Sofa.	The robot failed to perform boil water because it failed to execute (pick_up, Pot).	E
makeCoffee-ry5vmgra-autogen_dropped_e	make coffee	observation	Robot attempts to move to sink. Robot sees nothing is inside robot gripper, egg is on top of first countertop, egg is below microwave, egg (not sliced and not cracked), sink on the right of fridge.	dropped mug while moving	E
makeCoffee-876b0zxz-autogen_wrong_order_e	make coffee	observation	Robot attempts to put mug on sink. Robot sees laptop (closed and turned off), television (turned off), television is on the left of garbage can, television is on top of tv stand, mug is on top of  sink.	The robot fails because it turn on faucet before doing - put mug on sink	N
cookEgg-7_gt_step_1_gt_exp	cook egg	plan	To cook egg, robot has this plan - move to fridge.	The robot never opened the fridge, as a result, it could not retrieve the egg from fridge.	N
boilWater-si1fx8tf-autogen_wrong_order_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, move to fourth stove burner, put pot on fourth stove burner.	The robot fails because it put pot on fourth stove burner before doing - move to fourth stove burner	C
makeCoffee-ocyy3vef-autogen_wrong_order_e	make coffee	observation	Robot attempts to pick up mug. Robot sees mug is inside robot gripper, faucet (turned off).	The robot fails because it put mug on countertop before doing - pick up mug	N
heatPotato-7o3s86cu-autogen_blocking_e	heat potato	observation	Robot attempts to pick up plate. Robot sees fridge (closed), nothing is inside robot gripper, bowl is inside fridge, bowl is on top of plate.	bowl is blocking plate	E
makeCoffee-u4p0bbne-autogen_blocking_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug.	The robot failed to perform (pick_up, Mug) because egg is blocking mug	N
heatPotato-jqxfmi6j-autogen_action-failed_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate.	The robot failed to perform heat potato because it failed to execute (pick_up, Plate).	N
boilWater-dq59n07i-autogen_action-failed_e	boil water	observation	Robot attempts to turn off faucet. Robot sees mug (filled with water and clean), mug is on the left of stove knob, mug is on top of first countertop, faucet (turned on).	The robot failed to complete boil water because it failed to execute (toggle_off, Faucet)	E
boilWater-2irrgjb8-autogen_action-failed_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet.	Failed to do (toggle_off, Faucet)	N
boilWater-r7a0ao1q-autogen_dropped_e	boil water	observation	Robot attempts to move to sink. Robot sees nothing is inside robot gripper, laptop is on top of tv stand, television (turned off), laptop (closed and turned off), television is on top of tv stand, sink beside dining table, pot is on top of floor.	Robot failed to keep pot in the gripper while moving to sink.	E
heatPotato-wosm96j2-autogen_blocking_c	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate.	plate is being blocked by fridge	N
makeCoffee-nrk78wg9-autogen_wrong_order_c	make coffee	observation	Robot attempts to turn off faucet. Robot sees faucet (turned off).	Wrong plan - turn on faucet after turn off faucet	N
boilWater-77wu0zjl-autogen_blocking_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, pick up pot.	Robot could not pick up pot because pan is blocking pot	N
makeCoffee-mr15p31x-autogen_wrong_order_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug, move to sink, put mug on sink, turn on faucet, turn off faucet, pick up mug, pour mug into sink, move to coffee machine, turn on coffee machine, put mug in coffee machine.	Wrong plan - put mug in coffee machine after turn on coffee machine	E
boilWater-ov01bovo-autogen_dropped_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	Robot failed to keep pot in the gripper while moving to sink.	N
makeCoffee-uhgvvdlt-autogen_action-failed_e	make coffee	plan	To make coffee, robot has this plan - move to mug, pick up mug.	The robot failed to perform make coffee because did not pick_up mug	N
boilWater-cfnuxsum-autogen_dropped_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	Robot failed to keep pot in the gripper while moving to sink.	N
boilWater-u8nwl2v9-autogen_blocking_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot.	pot is being blocked by fridge	N
toastBread-p5s4t57o-autogen_missing_e	toast bread	plan	To toast bread, robot has this plan - move to knife, move to bread, slice bread, put knife on second countertop.	Robot failed to execute - pick up knife) because it did not do put knife on second countertop before executing it.	E
makeCoffee-4v3aipq3-autogen_action-failed_e	make coffee	observation	Robot attempts to pick up mug. Robot sees nothing is inside robot gripper, mug is above Cup.	The robot failed to perform make coffee because it failed to execute (pick_up, Mug).	E
heatPotato-27atkqbt-autogen_action-failed_e	heat potato	plan	To heat potato, robot has this plan - move to potato, pick up potato, put potato on plate, pick up plate, move to microwave, put plate on countertop, turn on microwave, open microwave, pick up plate.	The robot failed to perform heat potato because did not pick_up plate	N
boilWater-wyu0s8xw-autogen_missing_e	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, turn on faucet, turn off faucet, move to stove burner, put pot on fourth stove burner.	The robot failed because there is no pick up pot action in the plan before put pot on fourth stove burner.	E
boilWater-1_gt_step_36_gt_exp	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink, put pot in sink, toggle on faucet, toggle off faucet, pick up pot, move to fourth stove burner.	Dropped pot while moving	N
heatPotato-esjaoafc-autogen_action-failed_c	heat potato	observation	Robot attempts to pick up potato. Robot sees potato is inside robot gripper, lettuce is inside fridge, fridge (open).	Failed to do (pick_up, Potato)	C
heatPotato-r5eywmlc-autogen_blocking_c	heat potato	observation	Robot attempts to pick up potato. Robot sees television is above tv stand, television (turned off), nothing is inside robot gripper, laptop (closed and turned off), potato is below tv stand.	Robot could not pick up tv stand because potato is blocking tv stand	C
boilWater-6emhptcg-autogen_dropped_c	boil water	plan	To boil water, robot has this plan - move to pot, pick up pot, move to sink.	The robot failed to do boil water because it dropped pot while moving to sink	N
